Country,Managed By,Fulfill Via,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),Vendor,Line Item Insurance (USD),Line Item Insurance (USD,Delivery Year,Lead Time Days
nigeria,PMO - US,Direct Drop,Air,,,2007-09-07,2007-09-07,2007-09-07,3500,280000.0,1194.0,5858.57,Abbott GmbH & Co. KG,448.0,448.0,2007,0
côte d'ivoire,PMO - US,Direct Drop,Air,,2007-07-13,2007-10-02,2007-10-02,2007-10-02,4270,40565.0,,,BRISTOL-MYERS SQUIBB,64.9,64.9,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-07-03,2007-10-02,2007-10-02,2007-10-02,1000,1920.0,960.0,13762.41,Aurobindo Pharma Limited,3.07,3.07,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-07-03,2007-10-02,2007-10-02,2007-10-02,1000,2100.0,,,Aurobindo Pharma Limited,3.36,3.36,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-07-04,2007-10-15,2007-10-15,2007-10-15,1000,2100.0,,,Aurobindo Pharma Limited,3.36,3.36,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-07-04,2007-10-15,2007-10-15,2007-10-15,3000,40500.0,332.0,4454.62,Aurobindo Pharma Limited,64.8,64.8,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-07-04,2007-11-23,2007-11-23,2007-11-23,22500,277425.0,1955.0,16095.39,Aurobindo Pharma Limited,443.88,443.88,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-07-03,2007-08-27,2007-08-27,2007-08-27,500,41095.0,117.0,1767.38,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),65.75,65.75,2007,0
tanzania,PMO - US,Direct Drop,Air,,,2007-09-19,2007-09-19,2007-09-19,10000,200000.0,3336.0,25165.3,"Standard Diagnostics, Inc.",320.0,320.0,2007,0
rwanda,PMO - US,Direct Drop,Air,,2007-11-12,2008-01-28,2008-01-28,2008-01-28,1609,27353.0,157.0,7922.24,ASPEN PHARMACARE,43.76,43.76,2008,0
south africa,PMO - US,Direct Drop,Air,,2007-11-12,2008-01-29,2008-01-29,2008-01-29,30,1447.8,,,"JSI R&T INSTITUTE, INC.",2.32,2.32,2008,0
south africa,PMO - US,Direct Drop,Air,,2007-11-12,2008-01-29,2008-01-29,2008-01-29,100,2850.0,,,"JSI R&T INSTITUTE, INC.",4.56,4.56,2008,0
vietnam,PMO - US,Direct Drop,Air,,2007-11-21,2008-03-28,2008-03-28,2008-03-28,100,18333.0,337.0,2535.4,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),29.33,29.33,2008,0
nigeria,PMO - US,Direct Drop,Air,,2007-11-30,2008-01-21,2008-01-21,2008-01-21,10000,270000.0,3336.0,28002.75,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",432.0,432.0,2008,0
rwanda,PMO - US,Direct Drop,Air,,2007-12-03,2008-01-28,2008-01-28,2008-01-28,1099,30222.5,113.0,1511.25,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),48.36,48.36,2008,0
vietnam,PMO - US,Direct Drop,Air,,2007-12-05,2008-02-01,2008-02-01,2008-02-01,1200,2100.0,125.0,2429.85,Aurobindo Pharma Limited,3.36,3.36,2008,0
kazakhstan,PMO - US,Direct Drop,Air,,2007-11-30,2007-12-27,2007-12-27,2007-12-27,50,17500.0,,,Orasure Technologies Inc.,28.0,28.0,2007,0
nigeria,PMO - US,Direct Drop,Air,,,2008-02-05,2008-02-05,2008-02-05,650,51993.5,148.0,2577.27,"Orgenics, Ltd",83.19,83.19,2008,0
south africa,PMO - US,Direct Drop,Air,,2008-01-04,2008-01-21,2008-01-04,2008-01-04,100,573.0,,,"JSI R&T INSTITUTE, INC.",0.92,0.92,2008,-17
botswana,PMO - US,Direct Drop,Air,,2008-02-04,2008-07-03,2008-07-03,2008-07-03,450,14400.0,154.0,2496.62,"Trinity Biotech, Plc",23.04,23.04,2008,0
nigeria,PMO - US,Direct Drop,Air,,2008-01-29,2008-09-19,2008-07-16,2008-07-16,10270,277290.0,2907.0,18864.37,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",443.66,443.66,2008,-65
mozambique,PMO - US,Direct Drop,Air,,2008-02-19,2008-03-27,2008-03-27,2008-03-27,9000,288000.0,9000.0,55746.59,"Trinity Biotech, Plc",460.8,460.8,2008,0
zambia,PMO - US,Direct Drop,Air,,2008-02-25,2008-05-14,2008-05-14,2008-05-14,6040,193280.0,2052.0,24689.0,"Trinity Biotech, Plc",309.25,309.25,2008,0
zambia,PMO - US,Direct Drop,Air,,2008-02-29,2008-06-06,2008-05-30,2008-05-30,4300,43.0,284.0,,"Orgenics, Ltd",0.07,0.07,2008,-7
côte d'ivoire,PMO - US,Direct Drop,Air,,2008-02-27,2009-03-04,2009-03-04,2009-03-04,289,7803.0,79.0,1104.69,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",15.29,15.29,2009,0
mozambique,PMO - US,Direct Drop,Air,,2008-02-27,2008-07-09,2008-07-04,2008-07-04,3000,215970.0,682.0,5298.9,"Orgenics, Ltd",345.55,345.55,2008,-5
côte d'ivoire,PMO - US,Direct Drop,Air,,2008-02-28,2008-04-08,2008-04-04,2008-04-04,70,0.7,,,"Orgenics, Ltd",0.0,0.0,2008,-4
côte d'ivoire,PMO - US,Direct Drop,Air,,2008-02-28,2008-07-22,2008-07-22,2008-07-22,1116,78120.0,255.0,5175.72,"Orgenics, Ltd",124.99,124.99,2008,0
côte d'ivoire,PMO - US,Direct Drop,Air,,2008-02-29,2008-12-19,2008-12-19,2008-12-19,1116,78120.0,256.0,7118.12,"Orgenics, Ltd",153.12,153.12,2008,0
guyana,PMO - US,Direct Drop,Air,,2008-02-28,2008-05-06,2008-05-06,2008-05-06,832,26624.0,832.0,3740.04,"Trinity Biotech, Plc",42.6,42.6,2008,0
guyana,PMO - US,Direct Drop,Air,,2008-02-28,2008-07-28,2008-07-28,2008-07-28,213,15333.87,49.0,959.46,"Orgenics, Ltd",24.53,24.53,2008,0
botswana,PMO - US,Direct Drop,Air,,,2008-04-11,2008-04-11,2008-04-11,10,3500.0,39.0,604.0,Orasure Technologies Inc.,5.6,5.6,2008,0
zimbabwe,PMO - US,Direct Drop,Air,,2008-03-17,2008-11-17,2008-10-21,2008-10-21,1634,16.34,,,"Orgenics, Ltd",0.03,0.03,2008,-27
south africa,PMO - US,Direct Drop,Truck,,2008-02-20,2008-04-24,2008-04-24,2008-04-24,400,15760.0,,,S. BUYS WHOLESALER,25.22,25.22,2008,0
south africa,PMO - US,Direct Drop,Truck,,2008-02-20,2008-04-24,2008-04-24,2008-04-24,6,47.28,,,S. BUYS WHOLESALER,0.08,0.08,2008,0
south africa,PMO - US,Direct Drop,Truck,,2008-02-20,2008-04-24,2008-04-24,2008-04-24,500,10925.0,,,S. BUYS WHOLESALER,17.48,17.48,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-03-31,2008-07-07,2008-06-20,2008-06-20,10080,29232.0,507.0,4159.45,Aurobindo Pharma Limited,46.77,46.77,2008,-17
vietnam,PMO - US,Direct Drop,Air,,2008-03-31,2008-06-01,2008-06-01,2008-06-01,6720,77145.6,522.0,3796.05,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),123.43,123.43,2008,0
côte d'ivoire,PMO - US,Direct Drop,Air,,2008-04-07,2008-05-09,2008-05-09,2008-05-09,250,2.5,17.0,,"Orgenics, Ltd",0.0,0.0,2008,0
south africa,PMO - US,Direct Drop,Air,,2008-04-04,2008-04-25,2008-04-07,2008-04-07,300,4614.0,,,S. BUYS WHOLESALER,7.38,7.38,2008,-18
south africa,PMO - US,Direct Drop,Air,,2008-04-04,2008-04-25,2008-04-25,2008-04-25,300,4155.0,,,S. BUYS WHOLESALER,6.65,6.65,2008,0
south africa,PMO - US,Direct Drop,Air,,2008-04-04,2008-04-25,2008-04-07,2008-04-07,100,1849.0,,,S. BUYS WHOLESALER,2.96,2.96,2008,-18
nigeria,PMO - US,Direct Drop,Air,,,2008-05-28,2008-05-28,2008-05-28,1130,11.3,,,"Orgenics, Ltd",0.02,0.02,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-05-13,2008-10-03,2008-10-03,2008-10-03,400,2800.0,81.0,3013.09,BRISTOL-MYERS SQUIBB,4.48,4.48,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-05-13,2008-08-19,2008-08-19,2008-08-19,10780,15631.0,502.0,7575.6,STRIDES ARCOLAB LIMITED,25.01,25.01,2008,0
south africa,PMO - US,Direct Drop,Truck,,,2008-08-20,2008-05-08,2008-05-08,670,24783.3,,,S. BUYS WHOLESALER,39.65,39.65,2008,-104
south africa,PMO - US,Direct Drop,Truck,,,2008-08-20,2008-05-21,2008-05-21,2000,11060.0,,,S. BUYS WHOLESALER,17.7,17.7,2008,-91
south africa,PMO - US,Direct Drop,Truck,,,2008-08-20,2008-05-14,2008-05-14,1000,16630.0,,,S. BUYS WHOLESALER,26.61,26.61,2008,-98
south africa,PMO - US,Direct Drop,Truck,,,2008-08-20,2008-05-08,2008-05-08,30,435.9,,,S. BUYS WHOLESALER,0.7,0.7,2008,-104
haiti,PMO - US,Direct Drop,Air,,2008-05-23,2008-10-27,2008-10-27,2008-10-27,1123,78610.0,257.0,2851.72,"Orgenics, Ltd",154.08,154.08,2008,0
rwanda,PMO - US,Direct Drop,Air,,2008-06-12,2008-08-16,2008-08-16,2008-08-16,340,47260.0,234.0,5446.06,"Trinity Biotech, Plc",75.62,75.62,2008,0
rwanda,PMO - US,Direct Drop,Air,,2008-06-13,2008-07-23,2008-07-22,2008-07-22,47879,569281.31,5311.0,30408.04,Aurobindo Pharma Limited,910.85,910.85,2008,-1
rwanda,PMO - US,Direct Drop,Air,,2008-06-13,2008-07-23,2008-07-23,2008-07-23,61021,725539.69,6768.0,38120.96,Aurobindo Pharma Limited,1160.86,1160.86,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-07-01,2008-09-19,2008-09-19,2008-09-19,4300,37023.0,,,Aurobindo Pharma Limited,59.24,59.24,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-07-03,2008-10-03,2008-10-03,2008-10-03,18030,26143.5,1114.0,5822.44,Aurobindo Pharma Limited,41.83,41.83,2008,0
south africa,PMO - US,Direct Drop,Truck,,,2008-07-10,2008-07-14,2008-07-14,50,663.5,,,S. BUYS WHOLESALER,1.06,1.06,2008,4
south africa,PMO - US,Direct Drop,Truck,,,2008-07-10,2008-07-08,2008-07-08,250,715.0,,,S. BUYS WHOLESALER,1.14,1.14,2008,-2
south africa,PMO - US,Direct Drop,Truck,,,2008-07-10,2008-07-08,2008-07-08,60,1096.2,,,S. BUYS WHOLESALER,1.75,1.75,2008,-2
south africa,PMO - US,Direct Drop,Truck,,,2008-07-10,2008-07-08,2008-07-08,12,150.48,,,S. BUYS WHOLESALER,0.24,0.24,2008,-2
zambia,PMO - US,Direct Drop,Air,,2008-08-21,2008-09-22,2008-09-22,2008-09-22,3000,30.0,889.0,7303.52,"Orgenics, Ltd",0.05,0.05,2008,0
guyana,PMO - US,Direct Drop,Air,,2008-08-21,2008-10-29,2008-10-29,2008-10-29,213,15333.87,49.0,1047.39,"Orgenics, Ltd",30.05,30.05,2008,0
nigeria,PMO - US,Direct Drop,Air,,2008-07-18,2008-10-15,2008-10-15,2008-10-15,6502,65.02,1927.0,24870.05,"Orgenics, Ltd",0.1,0.1,2008,0
nigeria,PMO - US,Direct Drop,Air,,2008-08-21,2008-09-12,2008-09-12,2008-09-12,6875,549931.25,1566.0,19992.75,"Orgenics, Ltd",879.89,879.89,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-07-24,2008-12-02,2008-12-02,2008-12-02,434,35674.8,113.0,2709.98,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),69.92,69.92,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-07-24,2008-11-24,2008-11-24,2008-11-24,1100,12540.0,159.0,2568.6,Aurobindo Pharma Limited,24.58,24.58,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-07-24,2008-11-25,2008-11-25,2008-11-25,8400,85596.0,613.0,3247.73,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),167.77,167.77,2008,0
vietnam,PMO - US,Direct Drop,Air,,2008-07-24,2008-12-03,2008-12-03,2008-12-03,3648,26448.0,323.0,2335.19,CIPLA LIMITED,51.84,51.84,2008,0
guyana,PMO - US,Direct Drop,Air,,2008-07-28,2008-12-15,2008-12-15,2008-12-15,108,4050.0,34.0,648.27,ZEPHYR BIOMEDICALS,7.94,7.94,2008,0
ethiopia,PMO - US,Direct Drop,Air,,2008-07-30,2008-11-03,2008-10-13,2008-10-13,5958,160866.0,2147.0,11066.17,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",257.39,257.39,2008,-21
ethiopia,PMO - US,Direct Drop,Air,,2008-07-30,2008-11-03,2008-11-03,2008-11-03,3982,107514.0,1445.0,7303.25,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",210.73,210.73,2008,0
ethiopia,PMO - US,Direct Drop,Air,,2008-08-22,2008-10-07,2008-10-07,2008-10-07,6998,160954.0,5057.0,44347.71,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",257.53,257.53,2008,0
south africa,PMO - US,Direct Drop,Truck,,,2008-08-25,2008-08-14,2008-08-14,300,7080.0,,,S. BUYS WHOLESALER,11.33,11.33,2008,-11
south africa,PMO - US,Direct Drop,Truck,,,2008-08-25,2008-08-14,2008-08-14,40,557.6,,,S. BUYS WHOLESALER,0.89,0.89,2008,-11
ethiopia,PMO - US,Direct Drop,Air,,2008-10-27,2009-01-26,2009-01-20,2009-01-20,3470,79810.0,2509.0,19882.25,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",156.43,156.43,2009,-6
ethiopia,PMO - US,Direct Drop,Air,,2008-10-27,2008-12-03,2008-12-03,2008-12-03,3510,80730.0,2535.0,22433.91,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",158.23,158.23,2008,0
zimbabwe,PMO - US,Direct Drop,Air,,2008-10-28,2009-02-03,2009-02-03,2009-02-03,5000,12706.65,,,BIOLYTICAL LABORATORIES INC.,24.91,24.91,2009,0
vietnam,PMO - US,Direct Drop,Air,,2008-11-03,2008-11-27,2008-11-27,2008-11-27,6000,17400.0,581.0,2653.27,Aurobindo Pharma Limited,34.1,34.1,2008,0
south africa,PMO - US,Direct Drop,Truck,,,2009-05-17,2008-10-09,2008-10-09,1300,20410.0,,,S. BUYS WHOLESALER,40.0,40.0,2008,-220
south africa,PMO - US,Direct Drop,Truck,,,2009-05-17,2008-10-09,2008-10-09,120,733.2,,,S. BUYS WHOLESALER,1.44,1.44,2008,-220
south africa,PMO - US,Direct Drop,Truck,,,2009-05-17,2008-10-09,2008-10-09,6,424.08,,,S. BUYS WHOLESALER,0.83,0.83,2008,-220
south africa,PMO - US,Direct Drop,Truck,,,2009-05-17,2008-10-09,2008-10-09,40,540.4,,,S. BUYS WHOLESALER,1.06,1.06,2008,-220
nigeria,PMO - US,Direct Drop,Air,,2008-11-20,2009-04-08,2009-04-08,2009-04-08,5751,460080.0,1723.0,22451.67,"Orgenics, Ltd",901.76,901.76,2009,0
namibia,PMO - US,Direct Drop,Air,,2008-11-20,2009-01-27,2009-01-27,2009-01-27,3,225.0,3.0,963.34,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,0.44,0.44,2009,0
guyana,PMO - US,Direct Drop,Air,,2008-12-23,2009-02-25,2009-01-27,2009-01-27,100,2700.0,28.0,692.38,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",5.29,5.29,2009,-29
namibia,PMO - US,Direct Drop,Air,,2009-01-13,2009-03-02,2009-03-02,2009-03-02,68,2176.0,22.0,1003.52,"Trinity Biotech, Plc",4.26,4.26,2009,0
vietnam,PMO - US,Direct Drop,Air,,2009-01-16,2009-04-07,2009-04-07,2009-04-07,9000,21600.0,2228.0,9809.7,Aurobindo Pharma Limited,42.34,42.34,2009,0
vietnam,PMO - US,Direct Drop,Air,,2009-01-16,2009-04-10,2009-04-10,2009-04-10,700,7805.0,,,Aurobindo Pharma Limited,15.3,15.3,2009,0
nigeria,PMO - US,Direct Drop,Air,,2009-02-03,2009-04-08,2009-04-08,2009-04-08,25000,1260000.0,2067.0,7933.38,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),2469.6,2469.6,2009,0
haiti,PMO - US,Direct Drop,Air,,2009-02-03,2009-03-16,2009-03-16,2009-03-16,1680,117600.0,382.0,3241.06,"Orgenics, Ltd",230.5,230.5,2009,0
haiti,PMO - US,Direct Drop,Air,,2009-03-06,2009-04-02,2009-04-02,2009-04-02,2100,10500.0,187.0,1903.54,Aurobindo Pharma Limited,20.58,20.58,2009,0
mozambique,PMO - US,Direct Drop,Air,,2009-03-11,2009-05-26,2009-05-26,2009-05-26,9000,648000.0,2655.0,25052.69,"Orgenics, Ltd",1270.08,1270.08,2009,0
south africa,PMO - US,Direct Drop,Air,,,2009-03-17,2008-11-28,2008-11-28,176,3359.84,,,S. BUYS WHOLESALER,6.59,6.59,2008,-109
south africa,PMO - US,Direct Drop,Air,,,2009-03-24,2008-12-01,2008-12-01,5017,24583.3,,,S. BUYS WHOLESALER,48.18,48.18,2008,-113
south africa,PMO - US,Direct Drop,Air,,,2009-03-31,2008-12-02,2008-12-02,929,3390.85,,,S. BUYS WHOLESALER,6.65,6.65,2008,-119
south africa,PMO - US,Direct Drop,Air,,,2009-06-23,2009-01-29,2009-01-29,6700,36582.0,,,S. BUYS WHOLESALER,71.7,71.7,2009,-145
south africa,PMO - US,Direct Drop,Air,,,2009-05-12,2008-12-30,2008-12-30,1350,19062.0,,,S. BUYS WHOLESALER,37.36,37.36,2008,-133
south africa,PMO - US,Direct Drop,Air,,,2009-05-26,2009-01-22,2009-01-22,1120,16307.2,,,S. BUYS WHOLESALER,31.96,31.96,2009,-124
south africa,PMO - US,Direct Drop,Air,,,2009-03-31,2008-11-21,2008-11-21,100,371.0,,,S. BUYS WHOLESALER,0.73,0.73,2008,-130
south africa,PMO - US,Direct Drop,Air,,,2009-03-30,2009-01-21,2009-01-21,1000,2920.0,,,S. BUYS WHOLESALER,5.72,5.72,2009,-68
south africa,PMO - US,Direct Drop,Air,,,2009-03-30,2009-01-21,2009-01-21,260,4035.2,,,S. BUYS WHOLESALER,7.91,7.91,2009,-68
uganda,PMO - US,Direct Drop,Air,,2009-03-19,2009-05-04,2009-05-04,2009-05-04,60,1100.4,3000.0,428.91,BRISTOL-MYERS SQUIBB,2.16,2.16,2009,0
south africa,PMO - US,Direct Drop,Truck,,2009-03-18,2009-04-17,2009-04-17,2009-04-17,5000,160900.0,,,S. BUYS WHOLESALER,315.36,315.36,2009,0
south africa,PMO - US,Direct Drop,Air,,2009-03-27,2009-06-25,2009-04-20,2009-04-20,166,2265.9,,,S. BUYS WHOLESALER,4.44,4.44,2009,-66
south africa,PMO - US,Direct Drop,Air,,2009-03-27,2009-06-25,2009-04-20,2009-04-20,1500,15150.0,,,S. BUYS WHOLESALER,29.69,29.69,2009,-66
rwanda,PMO - US,Direct Drop,Air,,2008-10-21,2009-04-20,2009-04-20,2009-04-20,7840,71344.0,719.0,853.88,CIPLA LIMITED,139.83,139.83,2009,0
south africa,PMO - US,Direct Drop,Air,,2009-04-02,2009-07-31,2009-04-20,2009-04-20,40,1440.0,,,S. BUYS WHOLESALER,2.82,2.82,2009,-102
south africa,PMO - US,Direct Drop,Truck,,2009-04-02,2009-07-31,2009-05-04,2009-05-04,6,43.2,,,S. BUYS WHOLESALER,0.08,0.08,2009,-88
south africa,PMO - US,Direct Drop,Truck,,2009-04-02,2009-07-31,2009-06-08,2009-06-08,6,43.2,,,S. BUYS WHOLESALER,0.08,0.08,2009,-53
guyana,PMO - US,Direct Drop,Air,,2009-03-31,2009-06-05,2009-06-05,2009-06-05,425,38250.0,130.0,1859.79,"Orgenics, Ltd",74.97,74.97,2009,0
guyana,PMO - US,Direct Drop,Air,,2009-03-30,2009-07-01,2009-07-01,2009-07-01,276,24840.0,87.0,1205.7,"Orgenics, Ltd",48.69,48.69,2009,0
south africa,PMO - US,Direct Drop,Truck,,2009-04-02,2009-05-15,2009-04-23,2009-04-23,76,300.2,,,S. BUYS WHOLESALER,0.59,0.59,2009,-22
nigeria,PMO - US,Direct Drop,Air,,2009-04-01,2009-05-20,2009-05-20,2009-05-20,73,3000.3,69.0,1332.43,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.88,5.88,2009,0
kenya,PMO - US,Direct Drop,Air,,2009-04-04,2009-06-18,2009-06-18,2009-06-18,5,160.0,2.0,12561.4,"Trinity Biotech, Plc",0.31,0.31,2009,0
kenya,PMO - US,Direct Drop,Air,,2009-04-04,2009-06-18,2009-06-18,2009-06-18,4995,159840.0,4995.0,275.0,"Trinity Biotech, Plc",313.29,313.29,2009,0
nigeria,PMO - US,Direct Drop,Air,,2009-04-07,2009-07-14,2009-07-14,2009-07-14,2040,83844.0,309.0,3777.93,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),164.33,164.33,2009,0
rwanda,PMO - US,Direct Drop,Air,,2009-04-15,2009-07-20,2009-07-20,2009-07-20,26932,317528.28,3393.0,30661.5,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),622.36,622.36,2009,0
côte d'ivoire,PMO - US,Direct Drop,Air,,2009-04-15,2009-06-10,2009-07-15,2009-07-15,1000,110000.0,1073.0,8114.11,BIO-RAD LABORATORIES (FRANCE),215.6,215.6,2009,35
namibia,PMO - US,Direct Drop,Air,,2009-04-27,2009-06-15,2009-06-15,2009-06-15,800,56000.0,195.0,2008.54,"Orgenics, Ltd",109.76,109.76,2009,0
vietnam,PMO - US,Direct Drop,Air,,2009-04-29,2009-06-08,2009-06-08,2009-06-08,150,1950.0,30.0,4111.71,Aurobindo Pharma Limited,3.82,3.82,2009,0
côte d'ivoire,PMO - US,Direct Drop,Air,,2009-04-29,2009-06-09,2009-06-09,2009-06-09,140,15400.0,158.0,4318.21,BIO-RAD LABORATORIES (FRANCE),30.18,30.18,2009,0
namibia,PMO - US,Direct Drop,Air,,2009-05-08,2009-08-18,2009-08-18,2009-08-18,2000,3800.0,251.0,1484.75,CIPLA LIMITED,7.45,7.45,2009,0
vietnam,PMO - US,Direct Drop,Air,,2009-05-27,2009-08-19,2009-08-19,2009-08-19,120,840.0,,,BRISTOL-MYERS SQUIBB,1.65,1.65,2009,0
south africa,PMO - US,Direct Drop,Truck,,2009-06-05,2009-10-12,2009-08-03,2009-08-03,20,438.0,,,S. BUYS WHOLESALER,0.86,0.86,2009,-70
south africa,PMO - US,Direct Drop,Truck,,2009-06-05,2009-07-21,2009-07-21,2009-07-21,320,1475.2,,,S. BUYS WHOLESALER,2.89,2.89,2009,0
zambia,PMO - US,Direct Drop,Air,,2009-06-06,2009-11-11,2009-10-29,2009-10-29,2000,144000.0,590.0,5962.58,"Orgenics, Ltd",310.46,310.46,2009,-13
guyana,PMO - US,Direct Drop,Air,,2009-07-15,2009-08-07,2009-08-07,2009-08-07,2733,224625.27,589.0,314.0,ABBOTT LABORATORIES (PUERTO RICO),440.27,440.27,2009,0
côte d'ivoire,PMO - US,Direct Drop,Air,,,2006-09-06,2006-09-06,2006-09-06,100,7535.0,107.0,1845.74,BIO-RAD LABORATORIES (FRANCE),,0.0,2006,0
haiti,PMO - US,Direct Drop,Air,,,2006-10-09,2006-10-09,2006-10-09,45,7875.0,29.0,854.34,"Trinity Biotech, Plc",,0.0,2006,0
vietnam,PMO - US,Direct Drop,Air,,,2006-09-01,2006-09-01,2006-09-01,1000,17000.0,61.0,7682.69,"GILEAD SCIENCES IRELAND, INC.",,0.0,2006,0
vietnam,PMO - US,Direct Drop,Air,,,2006-08-11,2006-08-11,2006-08-11,35000,152250.0,,,Aurobindo Pharma Limited,,0.0,2006,0
vietnam,PMO - US,Direct Drop,Air,,,2006-08-11,2006-08-11,2006-08-11,20000,338000.0,,,Aurobindo Pharma Limited,,0.0,2006,0
nigeria,PMO - US,Direct Drop,Air,,,2006-09-28,2006-09-28,2006-09-28,416,1809.6,,,Aurobindo Pharma Limited,,0.0,2006,0
nigeria,PMO - US,Direct Drop,Air,,,2006-09-28,2006-09-28,2006-09-28,486,2041.2,,,Aurobindo Pharma Limited,,0.0,2006,0
zambia,PMO - US,Direct Drop,Air,,,2007-01-29,2007-01-29,2007-01-29,906,19071.3,316.0,3850.8,Aurobindo Pharma Limited,,0.0,2007,0
zambia,PMO - US,Direct Drop,Air,,,2006-11-13,2006-11-13,2006-11-13,38780,432009.2,3217.0,14364.29,Aurobindo Pharma Limited,,0.0,2006,0
nigeria,PMO - US,Direct Drop,Air,,,2006-12-07,2006-12-07,2006-12-07,4632,16906.8,,,Aurobindo Pharma Limited,,0.0,2006,0
nigeria,PMO - US,Direct Drop,Air,,,2006-12-07,2006-12-07,2006-12-07,166,356.9,,,Aurobindo Pharma Limited,,0.0,2006,0
zambia,PMO - US,Direct Drop,Air,,,2006-12-20,2006-12-20,2006-12-20,60784,1018132.0,11179.0,49824.57,Aurobindo Pharma Limited,,0.0,2006,0
vietnam,PMO - US,Direct Drop,Air,,2006-11-14,2007-03-14,2007-03-14,2007-03-14,1000,5050.0,3822.0,25124.12,Aurobindo Pharma Limited,,0.0,2007,0
vietnam,PMO - US,Direct Drop,Air,,2006-11-15,2007-03-14,2007-03-14,2007-03-14,1000,2440.0,,,CIPLA LIMITED,,0.0,2007,0
haiti,PMO - US,Direct Drop,Air,,,2007-02-07,2007-02-07,2007-02-07,25,10000.0,60.0,1498.02,Orasure Technologies Inc.,,0.0,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-02-07,2007-07-09,2007-07-09,2007-07-09,25000,187500.0,2336.0,21150.56,CIPLA LIMITED,300.0,300.0,2007,0
zambia,PMO - US,Direct Drop,Air,,2007-03-08,2007-06-06,2007-06-06,2007-06-06,5408,68952.0,1072.0,,BRISTOL-MYERS SQUIBB,,0.0,2007,0
côte d'ivoire,PMO - US,Direct Drop,Air,,2007-05-01,2007-06-28,2007-06-28,2007-06-28,50,20000.0,120.0,3004.62,Orasure Technologies Inc.,,0.0,2007,0
nigeria,PMO - US,Direct Drop,Air,,2007-06-08,2007-07-10,2007-07-10,2007-07-10,10000,270000.0,3045.0,28118.58,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",432.0,432.0,2007,0
nigeria,PMO - US,Direct Drop,Air,,2007-06-08,2007-07-10,2007-08-03,2007-08-03,11500,310500.0,3276.0,43664.71,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",496.8,496.8,2007,24
nigeria,PMO - US,Direct Drop,Air,,2007-06-21,2007-07-04,2007-07-04,2007-07-04,8000,216000.0,2603.0,22838.29,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",345.6,345.6,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-07-03,2007-10-02,2007-10-02,2007-10-02,22500,277425.0,2895.0,18045.24,Aurobindo Pharma Limited,443.88,443.88,2007,0
vietnam,PMO - US,Direct Drop,Air,,2007-07-03,2007-10-02,2007-10-02,2007-10-02,500,950.0,,,Aurobindo Pharma Limited,1.52,1.52,2007,0
